time [ms],led_0,led_1,led_2,led_3
33134,9,11,8,7
33181,5,13,10,8
33227,6,12,8,6
33274,7,12,7,4
33320,5,12,6,3
33367,5,13,3,2
33413,1,12,2,1
33459,4,9,0,0
33506,5,3,0,0
33552,6,2,0,0
33599,5,2,0,0
33645,8,5,0,0
33692,8,4,0,0
33738,4,0,0,0
33785,2,0,0,0
33831,5,1,0,0
33877,4,0,0,0
33924,6,0,0,0
33970,4,0,0,0
34017,4,0,0,0
34063,5,2,0,0
34110,7,4,0,0
34156,9,6,0,0
34202,10,7,0,0
34249,8,5,0,0
34295,4,3,0,0
34342,6,3,0,0
34388,4,0,0,0
34435,5,0,0,0
34481,8,2,0,0
34528,8,6,6,6
34574,6,14,7,7
34620,7,5,1,16
34667,5,3,1,15
34713,4,15,11,10
34760,3,14,8,11
34806,7,5,0,7
34853,6,6,2,4
34899,7,14,10,10
34946,7,15,8,8
34992,1,15,7,4
35038,5,9,9,10
35085,8,5,7,8
35131,8,11,10,6
35178,7,14,13,8
35224,6,13,12,4
35271,1,14,12,7
35317,3,14,11,10
35363,8,14,11,10
35410,8,10,5,3
35456,7,12,12,6
35503,2,11,11,5
35549,5,14,12,3
35596,6,14,11,2
35642,4,12,7,6
35689,1,5,5,15
35735,6,4,3,12
35781,8,13,10,10
35828,6,13,6,8
35874,7,13,5,4
35921,7,12,4,5
35967,7,6,1,3
36014,9,5,8,7
36060,9,4,6,4
36107,8,13,13,7
36153,7,12,12,9
36199,5,12,13,10
36246,6,12,12,11
36292,6,11,8,8
36339,7,5,5,13
36385,0,2,4,14
36432,1,1,2,5
36478,7,8,10,10
36524,8,12,12,8
36571,7,13,11,7
36617,7,15,7,5
36664,5,10,5,2
36710,9,5,5,9
36757,10,13,8,6
36803,9,8,6,5
36850,9,13,9,8
36896,7,12,4,1
36942,8,13,11,5
36989,8,12,15,10
37035,6,11,16,10
37082,6,10,13,7
37128,8,8,8,4
37175,9,4,7,4
37221,8,5,8,9
37268,0,0,4,10
37314,7,4,3,4
37360,8,13,11,7
37407,8,13,11,11
37453,7,12,9,9
37500,7,9,3,5
37546,8,5,6,9
37593,7,7,3,6
37639,4,13,4,3
37685,0,12,4,8
37732,2,14,6,9
37778,0,12,3,7
37825,1,4,0,10
37871,5,5,0,11
37918,7,7,4,8
37964,6,15,7,8
38011,7,15,7,7
38057,6,15,6,5
38103,4,14,5,4
38150,1,13,3,2
38196,5,5,7,8
38243,7,6,3,5
38289,4,14,8,5
38336,9,15,7,5
38382,9,14,9,7
38429,4,11,3,2
38475,2,8,2,2
38521,0,14,10,9
38568,5,12,5,7
38614,7,5,3,10
38661,8,6,2,10
38707,8,2,0,1
38754,9,7,4,5
38800,10,10,10,7
38846,8,9,8,3
38893,9,11,11,4
38939,8,12,9,5
38986,6,12,4,2
39032,4,11,5,7
39079,5,11,4,4
39125,6,4,0,0
39172,8,3,7,3
39218,7,2,3,1
39264,6,12,9,7
39311,4,11,8,6
39357,2,3,4,5
39404,8,5,2,5
39450,7,4,1,9
39497,4,3,0,9
39543,5,2,0,7
39590,0,0,0,0
39636,4,0,0,0
39682,7,0,0,0
39729,7,0,0,0
39775,3,0,0,0
39822,3,0,0,0
39868,6,0,0,0
39915,6,1,0,0
39961,1,0,0,0
40007,0,0,0,0
40054,5,0,0,0
40100,4,0,0,0
40147,0,0,0,0
40193,5,1,0,0
40240,6,2,0,0
40286,6,2,0,0
40333,5,0,0,0
40379,7,2,0,0
40425,6,1,0,0
40472,0,0,0,0
40518,1,0,0,0
40565,4,0,0,0
40611,5,0,0,0
40658,2,1,0,0
40704,7,2,0,0
40751,7,2,0,0
40797,1,0,0,0
40843,3,0,0,0
40890,0,0,0,0
40936,6,15,7,3
40983,4,14,13,12
41029,8,14,14,13
41076,8,13,14,13
41122,4,13,14,9
41168,5,13,12,7
41215,7,12,10,5
41261,7,12,8,4
41308,8,9,6,3
41354,8,4,4,1
41401,6,1,2,0
41447,4,1,1,0
41494,1,0,0,0
41540,0,0,0,0
41586,4,0,0,0
41633,7,0,0,0
41679,9,2,0,0
41726,9,2,0,0
41772,9,3,0,0
41819,6,0,0,0
41865,1,0,0,0
41912,6,0,0,0
41958,6,0,0,0
42004,8,2,0,0
42051,8,2,0,0
42097,8,4,0,0
42144,4,0,0,0
42190,9,3,0,0
42237,10,3,0,0
42283,9,2,0,0
42329,9,3,0,0
42376,8,1,0,0
42422,5,2,0,0
42469,8,2,0,0
42515,10,13,9,2
42562,8,15,14,12
42608,6,15,12,13
42655,7,15,9,9
42701,6,7,6,6
42747,7,5,4,6
42794,8,6,3,3
42840,6,14,12,6
42887,3,15,10,5
42933,8,16,10,8
42980,9,16,10,7
43026,8,15,7,3
43073,10,15,9,6
43119,9,15,8,5
43165,2,15,8,6
43212,5,14,7,7
43258,4,13,5,5
43305,5,6,1,1
43351,5,5,3,10
43398,2,4,2,10
43444,1,3,3,6
43490,2,14,9,7
43537,4,5,3,11
43583,3,3,2,11
43630,3,4,2,11
43676,2,15,6,9
43723,6,15,4,6
43769,7,11,2,9
43816,5,5,1,6
43862,5,6,3,7
43908,4,3,3,4
43955,4,14,9,0
44001,5,13,11,1
44048,8,13,10,1
44094,8,12,12,2
44141,8,11,11,6
44187,1,10,8,5
44234,7,10,7,2
44280,4,6,4,0
44326,3,12,10,3
44373,2,9,2,2
44419,3,6,9,9
44466,3,12,12,11
44512,5,12,11,7
44559,6,11,9,1
44605,4,4,5,4
44651,7,4,4,7
44698,8,3,4,8
44744,9,12,10,9
44791,7,11,4,6
44837,4,0,1,5
44884,1,4,4,13
44930,0,0,0,15
44977,0,6,3,7
45023,4,12,7,8
45069,5,11,3,7
45116,7,11,2,4
45162,7,10,1,4
45209,5,4,0,1
45255,2,3,0,1
45302,5,2,0,0
45348,8,1,0,0
45395,8,3,0,0
45441,1,0,0,0
45487,5,1,0,0
45534,9,5,0,0
45580,8,4,0,0
45627,7,3,0,0
45673,0,0,0,0
45720,5,0,0,0
45766,7,1,0,0
45812,7,1,0,0
45859,3,1,0,0
45905,5,1,0,0
45952,6,1,0,0
45998,3,0,0,0
46045,4,1,0,0
46091,4,1,0,0
46138,3,0,0,0
46184,6,2,0,0
46230,4,1,0,0
46277,2,0,0,0
46323,6,2,0,0
46370,7,3,0,0
46416,6,2,0,0
46463,3,0,0,0
46509,2,0,0,0
46555,1,0,0,0
46602,8,4,0,0
46648,8,4,0,0
46695,6,2,0,0
46741,8,1,0,0
46788,9,4,0,0
46834,9,5,0,0
46881,8,4,0,0
46927,7,4,0,0
46973,7,1,0,0
47020,9,3,0,0
47066,7,0,0,0
47113,7,0,0,0
47159,7,0,0,0
47206,7,0,0,0
47252,4,0,0,0
47299,7,2,0,0
47345,4,0,0,0
47391,4,0,0,0
47438,3,0,0,0
47484,3,0,0,0
47531,0,0,0,0
47577,1,0,0,0
47624,5,0,0,0
47670,6,0,0,0
47716,7,0,0,0
47763,5,2,0,0
47809,6,1,0,0
47856,5,0,0,0
47902,6,0,0,0
47949,3,4,0,2
47995,0,12,4,2
48042,0,3,10,9
48088,3,4,9,6
48134,7,15,13,7
48181,7,15,13,13
48227,7,15,12,14
48274,7,15,12,13
48320,5,15,12,13
48367,5,15,11,12
48413,2,14,10,9
48460,0,15,7,9
48506,3,15,11,10
48552,3,14,11,9
48599,1,10,2,4
48645,5,13,10,8
48692,7,12,7,6
48738,7,2,0,1
48785,5,4,4,8
48831,6,3,4,8
48877,7,8,6,4
48924,6,13,8,6
48970,6,5,0,3
49017,8,5,5,5
49063,9,13,13,7
49110,9,13,12,9
49156,7,5,2,1
49203,9,6,7,12
49249,7,5,3,14
49295,9,5,1,9
49342,9,14,9,9
49388,10,14,6,8
49435,7,14,4,5
49481,5,13,4,4
49528,1,13,2,3
49574,6,11,2,3
49621,7,5,0,9
49667,5,5,0,10
49713,2,1,0,6
49760,7,1,0,0
49806,8,2,0,0
49853,6,1,0,0
49899,5,0,0,0
49946,7,1,0,0
49992,6,1,0,0
50038,6,0,0,0
50085,2,0,0,0
50131,6,0,0,0
50178,7,0,0,0
50224,5,0,0,0
50271,4,0,0,4
50317,4,0,0,11
50364,7,11,8,10
50410,9,15,12,12
50456,10,13,3,2
50503,7,12,7,7
50549,5,16,10,8
50596,7,16,12,7
50642,9,15,12,6
50689,9,14,9,5
50735,7,4,5,11
50782,2,4,5,7
50828,6,15,8,7
50874,6,14,8,8
50921,3,4,4,3
50967,0,10,13,12
51014,0,13,13,12
51060,0,13,13,10
51107,0,12,7,4
51153,3,9,6,6
51199,5,4,5,11
51246,8,4,4,9
51292,9,15,9,7
51339,7,15,6,4
51385,6,8,5,8
51432,4,6,2,10
51478,1,14,12,9
51525,6,12,5,3
51571,5,4,1,5
51617,4,12,10,1
51664,2,12,12,4
51710,6,12,13,9
51757,7,12,10,10
51803,5,12,8,6
51850,2,10,6,5
51896,7,5,4,7
51943,7,4,2,7
51989,3,2,2,7
52035,6,2,3,7
52082,2,2,3,4
52128,6,1,0,0
52175,7,6,5,6
52221,8,14,11,11
52268,6,15,7,5
52314,5,14,8,6
52360,5,12,7,3
52407,4,12,13,9
52453,6,12,12,11
52500,4,13,11,10
52546,4,12,7,6
52593,1,7,5,5
52639,5,5,4,4
52686,4,10,3,4
52732,4,13,5,3
52778,5,13,3,1
52825,6,14,5,4
52871,5,13,8,7
52918,9,13,5,6
52964,10,8,3,6
53011,7,5,1,7
53057,7,3,0,11
53104,8,4,0,2
53150,8,12,6,2
53196,5,12,8,5
53243,5,3,0,0
53289,6,5,3,6
53336,7,13,7,7
53382,4,13,4,3
53429,9,12,7,6
53475,10,10,0,0
53521,9,7,1,8
53568,4,4,4,8
53614,9,10,6,0
53661,10,12,11,0
53707,9,11,12,2
53754,9,12,13,5
53800,10,11,6,8
53847,10,11,9,5
53893,5,10,7,4
53939,8,10,5,5
53986,7,8,3,8
54032,6,3,1,9
54079,3,2,0,8
54125,3,4,4,6
54172,7,2,0,0
54218,8,1,0,0
54265,9,3,0,0
54311,9,4,0,0
54357,6,1,0,0
54404,3,1,0,0
54450,0,0,0,0
54497,0,0,0,0
54543,3,0,0,0
54590,4,0,0,0
54636,4,0,0,0
54682,8,3,0,0
54729,7,0,0,0
54775,4,0,0,0
54822,3,0,0,0
54868,4,0,0,0
54915,6,0,0,0
54961,8,2,0,0
55008,9,4,0,0
55054,3,0,0,0
55100,3,0,0,0
55147,4,0,0,0
55193,4,0,0,0
55240,5,1,0,0
55286,5,0,0,0
55333,9,3,0,0
55379,7,0,0,0
55426,3,4,7,6
55472,0,15,10,10
55518,4,4,1,1
55565,7,5,7,11
55611,7,15,15,13
55658,7,14,15,8
55704,4,12,9,4
55751,6,5,8,5
55797,4,4,6,3
55843,0,8,7,7
55890,4,13,12,12
55936,7,12,10,9
55983,5,12,8,5
56029,2,8,5,4
56076,6,5,3,10
56122,5,1,4,7
56169,8,12,9,6
56215,7,12,6,6
56261,4,7,1,0
56308,5,5,8,11
56354,6,14,11,10
56401,5,12,11,11
56447,6,12,10,10
56494,5,11,10,8
56540,10,12,7,5
56587,8,7,3,2
56633,1,4,4,4
56679,1,1,0,0
56726,5,1,0,0
56772,5,1,0,0
56819,5,2,0,0
56865,6,2,0,0
56912,7,3,0,0
56958,2,0,0,0
57004,4,1,0,0
57051,4,0,0,0
57097,9,4,0,0
57144,10,2,0,0
57190,6,4,0,0
57237,6,3,0,0
57283,9,3,0,0
57330,8,1,0,0
57376,9,2,0,0
57422,6,0,0,0
57469,3,0,0,0
57515,0,0,0,0
57562,4,0,0,0
57608,8,3,0,0
57655,7,0,0,0
57701,5,0,0,0
57748,7,1,0,0
57794,5,0,0,0
57840,1,0,0,0
57887,4,0,0,0
57933,5,0,0,0
57980,5,0,0,0
58026,7,3,0,0
58073,7,1,0,0
58119,5,0,0,0
58165,5,0,0,0
58212,0,0,0,0
58258,2,0,0,0
58305,4,0,0,0
58351,6,0,0,0
58398,4,0,0,0
58444,4,0,0,0
58491,8,4,0,0
58537,8,3,0,0
58583,4,2,0,0
58630,6,3,0,0
58676,8,2,0,0
58723,4,0,0,0
